PRODUCT,PROGRAMMING,SPORT,LEAGUE,SHOW_TITLE
Peacock,COLLEGE,Football,NCAA-BIG10,JAPAN VS. BRAZIL (ESPAÑOL) - 2024-03-19
Peacock,PROFESSIONAL,Soccer,Premier League,NETBUSTERS: 9.25.23
Peacock,PROFESSIONAL,Soccer,Premier League,USMNT WATCH: ALL HIGHLIGHTS FROM MATCHWEEK 27
Peacock,PROFESSIONAL,Soccer,Premier League,WRAPPING UP THE 2022-23 PREMIER LEAGUE SEASON
Peacock,COLLEGE,Football,NCAA-BIG10,NORTHWESTERN VS. PURDUE - 2024-03-19
Peacock,COLLEGE,Football,NCAA-BIG10,WISCONSIN VS. IOWA - 2024-03-18
Peacock,COLLEGE,Football,NCAA-BIG10,MICHIGAN VS. MICHIGAN STATE - 2024-03-18
NBC Sports App TVE,PROFESSIONAL,Soccer,Premier League,CHELSEA V. NEWCASTLE
Peacock,PROFESSIONAL,Golf,PGA,WEBB SIMPSON
Peacock,PROFESSIONAL,Basketball,NBA,WILSON SHOWING WHY WNBA MVP VOTING IS A 'JOKE'
Peacock,COLLEGE,Football,NCAA-BIG10,MICHIGAN VS. NOTRE DAME - 2024-03-19
Peacock,PROFESSIONAL,Soccer,Premier League,THE MEN IN BLAZERS SHOW (TRAILER)
NBC Sports App TVE,PROFESSIONAL,Soccer,Premier League,BERRY EQUALIZES FOR LUTON TOWN V. FOREST
Peacock,COLLEGE,Football,NCAA-BIG10,IOWA VS. MINNESOTA - 2024-03-19
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: LUTON TOWN V. FOREST MATCHWEEK 29
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,CELTICS AT WIZARDS
Peacock,COLLEGE,Football,NCAA-BIG10,MICHIGAN VS. IOWA - 2024-03-17
Peacock,PROFESSIONAL,Golf,PGA,JOHNNY MILLER'S 63 IN 1973 U.S. OPEN
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: MAN CITY V. BURNLEY MATCHWEEK 22
Peacock,PROFESSIONAL,Basketball,NBA,HOW TO AVOID SCAMS WHEN BUYING NBA FINALS TICKETS
Peacock,COLLEGE,Football,NCAA-BIG10,INDIANA VS. PURDUE - 2024-03-19
Peacock,PROFESSIONAL,Golf,PGA,1982 U.S. OPEN FILM: TOM WATSON
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,CELTICS AT NUGGETS
Peacock,PROFESSIONAL,Soccer,Premier League,SPAIN
NBC Sports App TVE,PROFESSIONAL,Soccer,Premier League,PL UPDATE: ARSENAL STING BRENTFORD
Peacock,PROFESSIONAL,Golf,PGA,U.S. OPEN DECADES: S1 E3
Peacock,PROFESSIONAL,Soccer,Premier League,KIERAN TIERNEY
Peacock,COLLEGE,Football,NCAA-BIG10,RUTGERS VS. MARYLAND - 2024-03-18
Peacock,PROFESSIONAL,Soccer,Premier League,NOTT'M FOREST V. LIVERPOOL
NBC App,COLLEGE,Football,NCAA-NOTRE DAME,USC VS. NOTRE DAME
Peacock,PROFESSIONAL,Soccer,Premier League,EPISODE 1
Peacock,COLLEGE,Football,NCAA-BIG10,MARYLAND VS. INDIANA - 2024-03-19
Peacock,PROFESSIONAL,Golf,PGA,1984 U.S. OPEN FINAL ROUND
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,NEW YORK KNICKS AT GOLDEN STATE WARRIORS
Peacock,PROFESSIONAL,Soccer,Premier League,EVERY TOUCH: HAVERTZ CAPS ARSENAL SCORING BARRAGE
Peacock,PROFESSIONAL,Golf,PGA,TIGER WOODS' NINE USGA CHAMPIONSHIPS
nbc.com,PROFESSIONAL,Basketball,NBA,PORTLAND TRAIL BLAZERS AT CHICAGO BULLS
Peacock,PROFESSIONAL,Soccer,Premier League,EVERY TOUCH: STONES IS CITY'S ROCK V. LIVERPOOL
Peacock,PROFESSIONAL,Soccer,Premier League,PL UPDATE: ARSENAL STING BRENTFORD
Peacock,PROFESSIONAL,Soccer,Premier League,TOP 25 PREMIER LEAGUE GOALS OF JANUARY 2024
Peacock,PROFESSIONAL,Soccer,Premier League,NETBUSTERS: 2.5.24
Peacock,PROFESSIONAL,Soccer,Premier League,TOP 10 GOALS FROM THE PREMIER LEAGUE SUMMER SERIES
Peacock,PROFESSIONAL,Golf,PGA,CURTIS STRANGE
Peacock,PROFESSIONAL,Golf,PGA,JIM FURYK
USA App,PROFESSIONAL,Basketball,NBA,NEW YORK KNICKS VS. GOLDEN STATE WARRIORS
Peacock,PROFESSIONAL,Soccer,Premier League,PL UPDATE: LIVERPOOL PICK BOURNEMOUTH APART
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,CHICAGO BULLS AT INDIANA PACERS
USA App,COLLEGE,Football,NCAA-BIG10,ST. BONAVENTURE VS. LOYOLA CHICAGO - 2024-03-14
NBC Sports App TVE,PROFESSIONAL,Baseball,MLB,HOUSTON ASTROS AT PHILADELPHIA PHILLIES
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: TOTTENHAM V. EVERTON MATCHWEEK 18
Peacock,COLLEGE,Football,NCAA-NOTRE DAME,HISTORY OF THE GREEN JERSEY IN NOTRE DAME LORE
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: BRIGHTON V. TOTTENHAM MATCHWEEK 19
nbc.com,PROFESSIONAL,Baseball,MLB,PITTSBURGH PIRATES AT PHILADELPHIA PHILLIES
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,DETROIT PISTONS AT BOSTON CELTICS
Peacock,PROFESSIONAL,Soccer,Premier League,PL REVIEW: 10.29.23
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,HOUSE CALL TV: NEW HOPE FOR AGING JOINTS
USA App,COLLEGE,Football,NCAA-BIG10,VCU VS. UMASS - 2024-03-14
Peacock,PROFESSIONAL,Soccer,Premier League,CHELSEA HANDLER THINKS SHE SHOULD HOST THE DAILY SHOW
Peacock,PROFESSIONAL,Basketball,NBA,MIAMI PREPARES AS HEAT ADVANCES TO NBA FINALS
Peacock,COLLEGE,Football,NCAA-BIG10,ALABAMA STATE VS. IOWA - 2024-03-18
Peacock,PROFESSIONAL,Soccer,Premier League,"SPECIAL GUESTS PEP GUARDIOLA, MARCUS RASHFORD & BUKAYO SAKA"
Peacock,PROFESSIONAL,Soccer,Premier League,NETBUSTERS: 12.18.23
Peacock,PROFESSIONAL,Soccer,Premier League,PL UPDATE: TOTTENHAM STUN BRIGHTON
Peacock,PROFESSIONAL,Soccer,Premier League,ANALYZING LIVERPOOL'S AGGRESSIVE PRESS V. MAN CITY
Peacock,PROFESSIONAL,Golf,PGA,U.S. OPEN EPIC: TIGER AND ROCCO
Peacock,PROFESSIONAL,Golf,PGA,1980S
Peacock,PROFESSIONAL,Soccer,Premier League,SHEFFIELD UNITED V. ARSENAL
Peacock,PROFESSIONAL,Golf,PGA,JULI INKSTER
NBC App,PROFESSIONAL,Basketball,NBA,PORTLAND TRAILBLAZERS VS. CHICAGO BULLS
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: BRIGHTON V. WOLVES MATCHWEEK 21
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: ARSENAL V. WEST HAM MATCHWEEK 19
Peacock,COLLEGE,Football,NCAA-BIG10,IOWA VS. OHIO STATE - 2024-03-17
Peacock,PROFESSIONAL,Soccer,Premier League,PREMIER LEAGUE: EVERY GOAL FROM MATCHWEEK 21
Peacock,PROFESSIONAL,Soccer,Premier League,ARSENAL V. BRENTFORD
Peacock,PROFESSIONAL,Soccer,Premier League,ARSENAL V. LIVERPOOL
Peacock,PROFESSIONAL,Soccer,Premier League,PL REVIEW: 3.11.24
Peacock,PROFESSIONAL,Soccer,Premier League,BRENTFORD V. LIVERPOOL
Peacock,PROFESSIONAL,Soccer,Premier League,EVERY TOUCH: MAINOO LEADS MAN UNITED PAST HATTERS
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,PHILADELPHIA 76ERS AT MILWAUKEE BUCKS
Peacock,PROFESSIONAL,Soccer,Premier League,CONOR GALLAGHER
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,BOSTON CELTICS AT WASHINGTON WIZARDS
NBC Sports App TVE,COLLEGE,Football,NCAA-BIG10,SAINT JOSEPH'S VS. RICHMOND - 2024-03-14
NBC App,PROFESSIONAL,Basketball,NBA,MEMPHIS GRIZZLIES AT SACRAMENTO KINGS
Peacock,PROFESSIONAL,Soccer,Premier League,HAALAND WAS 'WORLD CLASS' FOR MAN CITY V. EVERTON
Peacock,COLLEGE,Football,NCAA-BIG10,BOSTON UNIVERSITY VS. NOTRE DAME - 2024-03-19
NBC Sports App TVE,PROFESSIONAL,Soccer,Premier League,PREMIER LEAGUE LIVE
Peacock,COLLEGE,Football,NCAA-BIG10,IOWA VS. PURDUE - 2024-03-18
Peacock,PROFESSIONAL,Soccer,Premier League,MAN UNITED V. FULHAM
Peacock,PROFESSIONAL,Soccer,Premier League,EVERY TOUCH: SALAH GUIDES LIVERPOOL PAST BRENTFORD
NBC App,PROFESSIONAL,Basketball,NBA,LA CLIPPERS VS. CHICAGO BULLS
USA App,PROFESSIONAL,Basketball,NBA,CELTICS VS PISTONS
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,LOS ANGELES LAKERS AT SACRAMENTO KINGS
NBC Sports App TVE,PROFESSIONAL,Golf,LPGA,"HSBC WOMEN'S WORLD CHAMPIONSHIP, FINAL ROUND"
Peacock,PROFESSIONAL,Soccer,Premier League,ASTON VILLA V. NOTTINGHAM FOREST HIGHLIGHTS
Peacock,PROFESSIONAL,Soccer,Premier League,MEN IN BLAZERS LIVE IN DC WITH EVERTON FOOTBALL CLUB
Peacock,PROFESSIONAL,Soccer,Premier League,PLEASE DON'T DESTROY - CHELSEA
Peacock,PROFESSIONAL,Soccer,Premier League,BRENTFORD'S WISSA TAPS IN EQUALIZER AGAINST FULHAM
Peacock,PROFESSIONAL,Soccer,Premier League,MISSION TO BURNLEY
Bravo App,PROFESSIONAL,Baseball,MLB,PITTSBURGH PIRATES AT PHILADELPHIA PHILLIES
usanetwork.com,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: WEST HAM V. ASTON VILLA MATCHWEEK 29
Peacock,PROFESSIONAL,Golf,LPGA,"HIGHLIGHTS: BLUE BAY LPGA, ROUND 2"
Peacock,COLLEGE,Football,NCAA-BIG10,NEBRASKA VS. OHIO STATE - 2024-03-19
Peacock,COLLEGE,Football,NCAA-BIG10,RUTGERS VS. MARYLAND - 2024-03-19
Peacock,PROFESSIONAL,Basketball,NBA,GRADING WNBA SCHEDULE RELEASES; COMMISSIONER'S CUP
Peacock,PROFESSIONAL,Soccer,Premier League,LUTON TOWN V. ASTON VILLA
Peacock,PROFESSIONAL,Soccer,Premier League,JOHN OLIVER SPECIAL
USA App,COLLEGE,Football,NCAA-BIG10,DUQUESNE VS. DAYTON - 2024-03-15
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: CRYSTAL PALACE V. BRENTFORD MWK 20
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,WARRIORS PREGAME
Peacock,PROFESSIONAL,Baseball,MLB,SHOHEI OHTANI SIGNS $700M DEAL WITH THE LOS ANGELES DODGERS
Peacock,PROFESSIONAL,Soccer,Premier League,EVERY TOUCH: WHITE DELIVERS VITAL WIN V. BRENTFORD
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: BOURNEMOUTH V. LUTON TOWN MWK 28
Peacock,PROFESSIONAL,Soccer,Premier League,LIVERPOOL V. ARSENAL
Peacock,PROFESSIONAL,Golf,PGA,2016 U.S. OPEN FILM: DJ'S MAJOR REDEMPTION
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: BRIGHTON V. NOTTINGHAM FOREST MWK 28
Peacock,PROFESSIONAL,Soccer,Premier League,WE ARE UNITED: AN UNAUTHORIZED STORY OF MANCHESTER UNITED
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: LIVERPOOL V. ARSENAL MATCHWEEK 18
Peacock,PROFESSIONAL,Soccer,Premier League,BRIGHTON V. NEWCASTLE UNITED HIGHLIGHTS
Peacock,PROFESSIONAL,Soccer,Premier League,USMNT WATCH: ALL HIGHLIGHTS FROM MATCHWEEK 28
Peacock,PROFESSIONAL,Soccer,Premier League,"PL UPDATE: LIVERPOOL, ARSENAL TUSSLE AT ANFIELD"
Peacock,PROFESSIONAL,Soccer,Premier League,PL UPDATE: WEST HAM HAMMER ARSENAL
NBC App,PROFESSIONAL,Golf,PGA,THE PLAYERS CHAMPIONSHIP
Peacock,PROFESSIONAL,Baseball,MLB,WHAT OHTANI'S CONTRACT DEFERRALS MEAN FOR MLB
NBC App,PROFESSIONAL,Ice Hockey,NHL,SAN JOSE SHARKS AT CHICAGO BLACKHAWKS
NBC App,PROFESSIONAL,Basketball,NBA,TINY WEENIE MANKINI
Peacock,COLLEGE,Football,NCAA-BIG10,NORTHWESTERN VS. PURDUE - 2024-03-18
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,SAN ANTONIO SPURS VS. SACRAMENTO KINGS
Peacock,PROFESSIONAL,Soccer,Premier League,EVERY TOUCH: SUPER-SUB SON RESCUES SPURS V. BHA
Peacock,PROFESSIONAL,Golf,PGA,CAM MCCORMICK PART 2
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: MAN CITY V. CRYSTAL PALACE MWK 17
Peacock,PROFESSIONAL,Soccer,Premier League,ASTON VILLA V. BRIGHTON HIGHLIGHTS
Peacock,PROFESSIONAL,Soccer,Premier League,PABLO ZABALETA
NBC App,PROFESSIONAL,Basketball,NBA,DARE TO CANNONBALL
NBC Sports App TVE,PROFESSIONAL,Soccer,Premier League,LUTON TOWN V. NOTTINGHAM FOREST
Peacock,PROFESSIONAL,Soccer,Premier League,SALAH'S PENALTY PUST LIVERPOOL UP 1-0 OVER FULHAM
Peacock,PROFESSIONAL,Soccer,Premier League,PL UPDATE: NEWCASTLE CONTROL SUBPAR MAN UNITED
Peacock,PROFESSIONAL,Soccer,Premier League,WALES V. FRANCE
Peacock,PROFESSIONAL,Golf,PGA,"HIGHLIGHTS: THE PLAYERS CHAMPIONSHIP, ROUND 3"
Peacock,PROFESSIONAL,Soccer,Premier League,LOWE: PL MIGHT BE 'A WALK IN THE PARK' FOR CITY
Peacock,PROFESSIONAL,Golf,PGA,MY U.S. OPEN
Bravo App,PROFESSIONAL,Ice Hockey,NHL,NBC NEWS DAILY WITH KATE SNOW AND ZINHLE ESSAMUAH
Peacock,PROFESSIONAL,Golf,PGA,2000 U.S. OPEN FILM: TIGER WOODS
Peacock,PROFESSIONAL,Soccer,Premier League,CHELSEA V. NOTTINGHAM FOREST HIGHLIGHTS
Peacock,PROFESSIONAL,Soccer,Premier League,PLAYERS THAT BRING US JOY AND GLASS ANIMALS
Peacock,COLLEGE,Football,NCAA-BIG10,MICHIGAN STATE VS. INDIANA - 2024-03-19
Peacock,PROFESSIONAL,Golf,PGA,A U.S. OPEN DECADE: 2010S
Peacock,PROFESSIONAL,Soccer,Premier League,EVERY PREMIER LEAGUE GOAL FROM MATCHWEEK 32
Peacock,PROFESSIONAL,Soccer,Premier League,PL UPDATE: FULHAM SHOCK TOTTENHAM
Peacock,PROFESSIONAL,Soccer,Premier League,BRIGHTON V. EVERTON
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: LUTON TOWN V. BRIGHTON MATCHWEEK 22
Peacock,PROFESSIONAL,Soccer,Premier League,GOAL RUSH: MATCHWEEK 27
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: WEST HAM V. BRENTFORD MATCHWEEK 26
Peacock,PROFESSIONAL,Soccer,Premier League,CHELSEA V. MAN CITY
Peacock,COLLEGE,Football,NCAA-BIG10,WISCONSIN VS. MICHIGAN STATE - 2024-03-19
Peacock,PROFESSIONAL,Soccer,Premier League,MEN IN BLAZERS FIRST ANNUAL AMERICAN FOOTBALL AWARDS
Peacock,PROFESSIONAL,Soccer,Premier League,NETBUSTERS: 11.13.23
Peacock,PROFESSIONAL,Soccer,Premier League,CHELSEA GREEN IS ALL ABOUT LUXURY
Peacock,PROFESSIONAL,Golf,PGA,TOM KITE
Peacock,PROFESSIONAL,Soccer,Premier League,TOTTENHAM V. WOLVES
nbc.com,PROFESSIONAL,Basketball,NBA,SIXERS POSTGAME LIVE
Peacock,COLLEGE,Football,NCAA-BIG10,INDIANA VS. OHIO STATE - 2024-03-19
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,MEMPHIS GRIZZLIES AT SACRAMENTO KINGS
NBC App,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: WEST HAM V. ASTON VILLA MATCHWEEK 29
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,CELTICS VS LA CLIPPERS
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,CHARLOTTE HORNETS VS. CHICAGO BULLS
Peacock,PROFESSIONAL,Soccer,Premier League,EXTENDED HLS: BOURNEMOUTH V. LIVERPOOL MWK 21
Peacock,PROFESSIONAL,Soccer,Premier League,LOWE DOWN: ASTON VILLA'S CEILING 'IS VERY HIGH'
USA App,PROFESSIONAL,Soccer,Premier League,LUTON TOWN V. NOTTINGHAM FOREST
NBC Sports App TVE,PROFESSIONAL,Baseball,MLB,SAN DIEGO PADRES VS. SAN FRANCISCO GIANTS
Peacock,PROFESSIONAL,Soccer,Premier League,PREMIER LEAGUE: EVERY GOAL FROM MATCHWEEK 6
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,GOLDEN STATE WARRIORS AT BROOKLYN NETS
Peacock,PROFESSIONAL,Soccer,Premier League,CHELSEA V. NEWCASTLE
Peacock,PROFESSIONAL,Golf,PGA,U.S. OPEN 2020: WINGED FOOT GOLF CLUB
Peacock,PROFESSIONAL,Soccer,Premier League,BOURNEMOUTH V. MAN CITY
Peacock,PROFESSIONAL,Soccer,Premier League,TOTTENHAM V. BRIGHTON HIGHLIGHTS
Peacock,COLLEGE,Football,NCAA-BIG10,PURDUE VS. INDIANA - 2024-03-19
Peacock,PROFESSIONAL,Soccer,Premier League,LOWE DOWN: ASTON VILLA FIRMLY IN THE PL TITLE RACE
Peacock,PROFESSIONAL,Soccer,Premier League,PL REVIEW: 3.4.24
NBC Sports App TVE,PROFESSIONAL,Basketball,NBA,CELTICS PREGAME LIVE
Peacock,PROFESSIONAL,Soccer,Premier League,EPISODE 2
NBC App,PROFESSIONAL,Basketball,NBA,NEW YORK KNICKS VS. SACRAMENTO KINGS
Peacock,PROFESSIONAL,Basketball,NBA,A'JA WILSON BECOMING FACE OF THE WNBA
